price,country,rating,reviews,Region,skills_list,level,categories,skills_list_standardization,Extracted_Skills_from_description_list
35,Bangladesh,0.0,0,Asia,"['3D', 'DesignBanner', 'DesignBusiness', 'Card', 'DesignCanvaGraphic', 'Design']",0,['Graphic Design'],"['Design', 'Banner', 'Design', 'Business', 'Card', 'Design', 'Canva', 'Graphic', 'Design']","['designer', ' logo', ' SEO', ' services', ' Business', ' graphic', ' website', ' design', ' years', ' PHP', ' professional']"
35,India,0.0,0,Asia,['APICodingDebuggingGitJ2EE'],0,['Other'],"['Coding', 'Debugging', 'Git']","[' Web', ' clients', ' using', ' experience', 'years', ' working', ' Expertise', ' web', ' project']"
25,Bangladesh,0.0,0,Asia,"['Brochure', 'DesignBusiness', 'Card', 'DesignFlyer', 'DesignLogo', 'Design']",0,['Graphic Design'],"['Brochure', 'Design', 'Business', 'Card', 'Design', 'Flyer', 'Design', 'Logo', 'Design']","[' logo', ' Logo', ' designer', 'professional', ' skills', ' Graphic', ' design', ' let', ' web', ' business', ' project']"
30,Sri Lanka,0.0,0,Asia,"['Graphic', 'DesignGraphical', 'User', 'Interface (GUI)Adobe', 'IllustratorAdobe', 'Photoshop']",0,['Graphic Design'],"['Graphic', 'Design', 'Graphical', 'User', 'Interface', 'Adobe', 'Illustrator', 'Adobe', 'Photoshop']","[' Web', ' quality', ' content', ' digital', ' work', ' Design', 'Designer', ' Graphic', ' experience', ' design', ' years', ' user']"
35,Bangladesh,0.0,0,Asia,"['3D', 'DesignBanner', 'DesignBusiness', 'Card', 'DesignCanvaGraphic', 'Design']",0,['Graphic Design'],"['Design', 'Banner', 'Design', 'Business', 'Card', 'Design', 'Canva', 'Graphic', 'Design']","['designer', ' logo', ' SEO', ' services', ' Business', ' graphic', ' website', ' design', ' years', ' PHP', ' professional']"
35,India,0.0,0,Asia,['APICodingDebuggingGitJ2EE'],0,['Other'],"['Coding', 'Debugging', 'Git']","[' Web', ' clients', ' using', ' experience', 'years', ' working', ' Expertise', ' web', ' project']"
25,Bangladesh,0.0,0,Asia,"['Brochure', 'DesignBusiness', 'Card', 'DesignFlyer', 'DesignLogo', 'Design']",0,['Graphic Design'],"['Brochure', 'Design', 'Business', 'Card', 'Design', 'Flyer', 'Design', 'Logo', 'Design']","[' logo', ' Logo', ' designer', 'professional', ' skills', ' Graphic', ' design', ' let', ' web', ' business', ' project']"
30,Sri Lanka,0.0,0,Asia,"['Graphic', 'DesignGraphical', 'User', 'Interface (GUI)Adobe', 'IllustratorAdobe', 'Photoshop']",0,['Graphic Design'],"['Graphic', 'Design', 'Graphical', 'User', 'Interface', 'Adobe', 'Illustrator', 'Adobe', 'Photoshop']","[' Web', ' quality', ' content', ' digital', ' work', ' Design', 'Designer', ' Graphic', ' experience', ' design', ' years', ' user']"
7,India,0.0,0,Asia,"['AndroidBlenderBootstrapCSSDatabase', 'Programming']",0,['Other'],"['Android', 'Blender', 'Bootstrap', 'Database', 'Programming']","[' Web', ' business', ' solutions', ' digital', ' app', ' skills', ' WordPress', ' work', ' Design', ' App', 'Website', ' design', ' development', ' React', ' Mobile', ' user', ' mobile', ' project']"
10,Pakistan,0.0,0,Asia,['BootstrapCanvaCSSFigmaHTML5'],0,['Other'],"['Bootstrap', 'Canva', 'Figma']","[' Graphic', ' development', ' project', ' Logo', ' business', ' solutions', ' work', ' designs', ' time', ' Website', ' SEO', ' app', ' graphic', ' Social', ' design', ' marketing', 'expertise', ' Services', ' WordPress']"
30,Pakistan,0.0,0,Asia,"['AutoCADAutoCAD', 'Advance', 'SteelAutoCAD', 'ArchitectureCAD/CAM']",0,['Programming'],"['Auto', 'Auto', 'Advance', 'Steel', 'Auto', 'Architecture']","[' projects', ' skills', ' work', ' designs', ' Graphic', ' software', ' marketing', ' design', ' working', 'graphic', ' designer', ' professional']"
5,Bangladesh,0.0,0,Asia,"['Adobe', 'IllustratorAdobe', 'PhotoshopAI', 'Image', 'EditingBanner', 'Design']",0,['Graphic Design'],"['Adobe', 'Illustrator', 'Adobe', 'Photoshop', 'Image', 'Editing', 'Banner', 'Design']","['Professional', ' graphic', ' Adobe']"
20,Pakistan,0.0,0,Asia,"['Article', 'WritingBlogCompliance and', 'Safety', 'Procedures', 'WriterContent', 'Writing']",0,['Content Writing'],"['Article', 'Writing', 'Blog', 'Compliance', 'and', 'Safety', 'Procedures', 'Writer', 'Content', 'Writing']","[' creating', 'help', ' work', ' experience', ' years']"
10,Bangladesh,0.0,0,Asia,"['Adobe', 'IllustratorAdobe', 'XDApp', 'DesignFigmaGraphical', 'User', 'Interface (GUI)']",0,['Graphic Design'],"['Adobe', 'Illustrator', 'Adobe', 'App', 'Design', 'Figma', 'Graphical', 'User', 'Interface']","[' Web', ' skills', ' experience', ' Years', ' development', ' Designs', ' expertise', ' User', ' work', ' Clients', 'Designer', ' designs', ' time', ' Adobe', ' Website', ' years', ' app', ' Business', ' help', ' Design', ' Social', ' software', ' App', ' design', ' working', ' Client', ' business']"
30,Pakistan,0.0,0,Asia,"['AutoCADAutoCAD', 'Advance', 'SteelAutoCAD', 'ArchitectureCAD/CAM']",0,['Programming'],"['Auto', 'Auto', 'Advance', 'Steel', 'Auto', 'Architecture']","[' projects', ' skills', ' work', ' designs', ' Graphic', ' software', ' marketing', ' design', ' working', 'graphic', ' designer', ' professional']"
20,Pakistan,0.0,0,Asia,"['Article', 'WritingBlogCompliance and', 'Safety', 'Procedures', 'WriterContent', 'Writing']",0,['Content Writing'],"['Article', 'Writing', 'Blog', 'Compliance', 'and', 'Safety', 'Procedures', 'Writer', 'Content', 'Writing']","[' creating', 'help', ' work', ' experience', ' years']"
10,Bangladesh,0.0,0,Asia,"['Adobe', 'IllustratorAdobe', 'XDApp', 'DesignFigmaGraphical', 'User', 'Interface (GUI)']",0,['Graphic Design'],"['Adobe', 'Illustrator', 'Adobe', 'App', 'Design', 'Figma', 'Graphical', 'User', 'Interface']","[' Web', ' skills', ' experience', ' Years', ' development', ' Designs', ' expertise', ' User', ' work', ' Clients', 'Designer', ' designs', ' time', ' Adobe', ' Website', ' years', ' app', ' Business', ' help', ' Design', ' Social', ' software', ' App', ' design', ' working', ' Client', ' business']"
25,Romania,0.0,0,Europe,"['Copy', 'TypingData', 'EntryData', 'ProcessingExcelWord']",0,['Finance'],"['Copy', 'Typing', 'Data', 'Entry', 'Data', 'Processing', 'Excel', 'Word']","[' skills', ' work', 'high', ' Adobe', ' years', ' working']"
50,United States,0.0,0,North America,"['ActingBook', 'ArtistCreative', 'WritingIllustrationIllustrator']",4,"['Content Writing', 'Graphic Design']","['Acting', 'Book', 'Artist', 'Creative', 'Writing', 'Illustration', 'Illustrator']","[' Creating', 'work', ' working']"
20,Bangladesh,0.0,0,Asia,"['Apache', 'SparkBig', 'DataBigQueryData', 'AnalysisData', 'Analytics']",0,['Other'],"['Apache', 'Spark', 'Big', 'Data', 'Big', 'Query', 'Data', 'Analysis', 'Data', 'Analytics']","[' solutions', ' expertise', ' Business', ' Data', ' data', ' using', 'Data', ' Custom', ' Work', ' development', ' business', ' project']"
30,Pakistan,0.0,0,Asia,"['Customer', 'ServiceCustomer', 'SupportData', 'AnalyticsData', 'Cleansing']",0,['Other'],"['Customer', 'Service', 'Customer', 'Support', 'Data', 'Analytics', 'Data', 'Cleansing']","[' working', ' experience', 'years', ' Management', ' professional']"
13,India,0.0,0,Asia,"['AngularJSAPI', 'IntegrationASP.NETBackend', 'DevelopmentCodeigniter']",0,['Other'],"['Angular', 'Integration', 'Backend', 'Development', 'Codeigniter']","[' years', ' business', ' client', 'solutions']"
50,China,0.0,0,Asia,['ComfyUI'],0,['Other'],['Comfy'],"[' help', ' using', 'help', ' custom', ' working']"
10,Bangladesh,0.0,0,Asia,"['Blog', 'InstallDigital', 'MarketingeCommercePhotoshopSEO']",0,"['Content Writing', 'Graphic Design']","['Blog', 'Install', 'Digital', 'Marketinge', 'Commerce', 'Photoshop']","[' SEO', ' digital', ' Website', ' quality', ' Custom', 'web', ' professional', ' high', ' Design', ' experience', ' design', ' custom', ' years', ' designer', ' WordPress']"
7,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBusiness', 'Card', 'DesignFlyer', 'DesignGraphic', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Business', 'Card', 'Design', 'Flyer', 'Design', 'Graphic', 'Design']","[' Software', ' services', ' Design', 'Design', ' years', ' QUALITY', ' Quality', ' WORK']"
15,India,0.0,0,Asia,"['AndroidAngularJSFlutterGoogle', 'FirebaseGraphic', 'Design']",0,['Graphic Design'],"['Android', 'Angular', 'Flutter', 'Google', 'Firebase', 'Graphic', 'Design']","[' Web', ' Experience', ' experience', ' social', ' development', ' web', ' client', ' expertise', ' using', ' work', ' designs', 'Mobile', ' Mobile', ' mobile', ' clients', ' app', ' Developer', ' software', ' App', ' design', ' working', ' user', ' creating', ' services', ' Expertise', ' business']"
15,India,0.0,0,Asia,"['API', 'IntegrationAWS', 'LambdaCakePHPCodeigniterLaravel']",0,['Other'],"['Integration', 'Lambda', 'Cake', 'Codeigniter', 'Laravel']","[' Web', ' projects', ' High', ' skills', ' WordPress', 'Web', ' Developer', ' Social', ' Experience', ' experience', ' years', ' PHP', ' Quality', ' professional']"
10,Pakistan,0.0,0,Asia,"['BrandingLogo', 'DesignSocial', 'Media', 'Post', 'Design']",0,['Graphic Design'],"['Branding', 'Logo', 'Design', 'Social', 'Media', 'Post', 'Design']","[' logo', ' Logo', ' Business', 'professional', ' expert', ' Design', ' Graphic', ' design', ' designer', ' business']"
5,India,0.0,0,Asia,"['Banner', 'DesignBrochure', 'DesignGraphic', 'DesignIllustratorLogo', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Brochure', 'Design', 'Graphic', 'Design', 'Illustrator', 'Logo', 'Design']","['designer', ' app', ' design', ' web', ' professional']"
3,India,0.0,0,Asia,"['Digital', 'MarketingFacebook', 'MarketingGoogle', 'AdwordsGoogle', 'Plus']",0,['Other'],"['Digital', 'Marketing', 'Facebook', 'Marketing', 'Google', 'Adwords', 'Google', 'Plus']","[' Digital', 'SEO', ' marketing', ' Social']"
12,India,0.0,0,Asia,"['Article', 'RewritingArticle', 'WritingContent', 'WritingCopywritingeCommerce']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Content', 'Writing', 'Copywritinge', 'Commerce']","[' developer', ' digital', ' expertise', ' solutions', 'web', ' help', ' work', ' time', ' experience', ' design', ' custom', ' years', ' user', ' web', ' business', ' project']"
8,Indonesia,0.0,0,Asia,"['GIMPGraphic', 'DesignInkscapeLogo', 'Design']",0,['Graphic Design'],"['Graphic', 'Design', 'Inkscape', 'Logo', 'Design']","['logo', ' Business']"
10,Bangladesh,0.0,0,Asia,"['3D', 'Design3D', 'LogoBusiness', 'Card', 'DesignCanvaCard', 'Design']",0,['Graphic Design'],"['Design', 'Logo', 'Business', 'Card', 'Design', 'Canva', 'Card', 'Design']","[' logo', 'professional', ' graphic', ' professional', ' designs', ' Designs', ' social', ' design', ' designer', ' business']"
5,Bangladesh,0.0,0,Asia,"['Artificial', 'IntelligenceCSS3eCommerceElementorEnglish (UK)', 'Translator']",0,['Translation'],"['Artificial', 'Intelligence', 'e', 'Commerce', 'Elementor', 'English', 'Translator']","[' Web', ' Business', ' work', ' Professional', 'Web', ' Developer', ' experience', ' Website', ' years', ' Creating', ' WordPress']"
5,Bangladesh,0.0,0,Asia,"['Adobe', 'PhotoshopBlogCSSCSS3eCommerce']",0,"['Content Writing', 'Graphic Design']","['Adobe', 'Photoshop', 'Blog', 'e', 'Commerce']","[' Web', ' Solutions', ' Custom', ' experience', ' custom', ' development', ' Creating', ' web', ' project', ' solutions', ' expertise', ' using', ' work', ' Projects', ' website', ' Website', ' mobile', ' clients', ' SEO', ' help', ' WordPress', ' Developer', ' Design', 'years', ' design', ' user', ' Development', ' creating', ' Mobile', ' business']"
12,India,0.0,0,Asia,"['Article', 'RewritingArticle', 'WritingContent', 'WritingCopywritingeCommerce']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Content', 'Writing', 'Copywritinge', 'Commerce']","[' developer', ' digital', ' expertise', ' solutions', 'web', ' help', ' work', ' time', ' experience', ' design', ' custom', ' years', ' user', ' web', ' business', ' project']"
5,Bangladesh,0.0,0,Asia,"['Artificial', 'IntelligenceCSS3eCommerceElementorEnglish (UK)', 'Translator']",0,['Translation'],"['Artificial', 'Intelligence', 'e', 'Commerce', 'Elementor', 'English', 'Translator']","[' Web', ' Business', ' work', ' Professional', 'Web', ' Developer', ' experience', ' Website', ' years', ' Creating', ' WordPress']"
8,Indonesia,0.0,0,Asia,"['GIMPGraphic', 'DesignInkscapeLogo', 'Design']",0,['Graphic Design'],"['Graphic', 'Design', 'Inkscape', 'Logo', 'Design']","['logo', ' Business']"
12,Indonesia,0.0,0,Asia,"['Digital', 'DesignGraphic', 'DesignLogo', 'DesignPackaging', 'DesignPhoto', 'Editing']",0,['Graphic Design'],"['Digital', 'Design', 'Graphic', 'Design', 'Logo', 'Design', 'Packaging', 'Design', 'Photo', 'Editing']","['logo', ' social', ' digital']"
10,Pakistan,0.0,0,Asia,"['3D', 'Animation3D', 'Design3D', 'ModellingAfter', 'EffectsAnimation']",0,['Graphic Design'],"['Animation', 'Design', 'Modelling', 'After', 'Effects', 'Animation']","[' logo', ' clients', 'Graphic', ' creating', ' Designer', ' help', ' Using', ' designs', ' design', ' working', ' business']"
15,Egypt,0.0,0,Middle East & North Africa,"['Data', 'AnalyticsData', 'IntegrationData', 'ProcessingDatabase', 'Management']",0,['Other'],"['Data', 'Analytics', 'Data', 'Integration', 'Data', 'Processing', 'Database', 'Management']","[' data', 'Data', ' experience', ' years', ' business']"
25,Peru,0.0,0,South America,['.NETAndroidDjangoFlutterHTML'],0,['Other'],"['Android', 'Django', 'Flutter']",['web']
5,Pakistan,0.0,0,Asia,"['Article', 'RewritingArticle', 'WritingC++', 'ProgrammingChatGPT', 'Search', 'Optimization']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Programming', 'Chat', 'Search', 'Optimization']","[' Web', ' Solutions', ' Custom', ' experience', ' Expert', ' logo', ' Logo', ' digital', ' solutions', ' website', ' Website', ' years', 'Expert', ' SEO', ' WordPress', ' Developer', ' Design', ' user', ' professional', ' Development', ' creating', ' Designer', ' business']"
10,Pakistan,0.0,0,Asia,"['Content', 'WritingCopy', 'EditingCopy', 'TypingCreative', 'WritingEditing']",0,['Content Writing'],"['Content', 'Writing', 'Copy', 'Editing', 'Copy', 'Typing', 'Creative', 'Writing', 'Editing']","[' expert', 'graphic', ' content', ' designer']"
5,Bangladesh,0.0,0,Asia,['AJAXBootstrapCSSHTMLJavaScript'],0,['Programming'],"['Bootstrap', 'Java', 'Script']","[' Web', ' Development', 'Professional', ' SEO', ' solutions', ' Data', ' User', ' using', ' help', ' Developer', ' Design', ' Management', ' applications', ' web', ' Designs', ' project']"
15,United States,0.0,0,North America,"['Banner', 'DesignBrochure', 'DesignBusiness', 'Card', 'DesignCorporate', 'Identity']",0,['Graphic Design'],"['Banner', 'Design', 'Brochure', 'Design', 'Business', 'Card', 'Design', 'Corporate', 'Identity']","[' years', 'Working']"
20,Austria,0.0,0,Europe,"['Photo', 'RetouchingPhotographyProduct', 'Photography']",0,['Other'],"['Photo', 'Retouching', 'Photography', 'Product', 'Photography']",['professional']
10,Pakistan,0.0,0,Asia,"['Video', 'Editing']",0,['Other'],"['Video', 'Editing']","[' solutions', ' projects', ' Solutions', ' help', ' Projects', ' Skills', ' Design', ' time', 'services', ' Quality', ' professional']"
15,Bangladesh,0.0,0,Asia,['BootstrapCSSCSS3DemolitioneCommerce'],0,['Other'],"['Bootstrap', 'Demolitione', 'Commerce']","[' clients', ' creating', ' solutions', ' WordPress', ' work', 'Web', ' website', ' experience', ' custom', ' design', ' years', ' working', ' web', ' business']"
10,Bangladesh,0.0,0,Asia,"['B2B', 'MarketingCopywritingData', 'EntryData', 'MiningData', 'Scraping']",0,['Content Writing'],"['Marketing', 'Copywriting', 'Data', 'Entry', 'Data', 'Mining', 'Data', 'Scraping']","[' Web', ' clients', 'work', ' Business', ' Data', ' WordPress', ' work', ' Design', ' Client', ' experience', ' years', ' Marketing']"
35,Pakistan,0.0,0,Asia,"['Brochure', 'DesignCorporate', 'IdentityFlyer', 'DesignGraphic', 'Design']",0,['Graphic Design'],"['Brochure', 'Design', 'Corporate', 'Identity', 'Flyer', 'Design', 'Graphic', 'Design']","[' logo', 'design', ' graphic', ' Design', ' Graphic', ' website', ' design', ' Website', ' development', ' working', ' project']"
40,Indonesia,0.0,0,Asia,"['Article', 'RewritingArticle', 'WritingBook', 'WritingContent', 'CreationContent', 'Writing']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Book', 'Writing', 'Content', 'Creation', 'Content', 'Writing']","[' data', ' using', ' Adobe', ' working', 'expertise']"
10,India,0.0,0,Asia,"['Business', 'Card', 'DesignGraphic', 'DesignHTML5IllustratorInterior', 'Design']",0,['Graphic Design'],"['Business', 'Card', 'Design', 'Graphic', 'Design', 'Illustrator', 'Interior', 'Design']","[' Business', ' work', ' graphic', ' Graphic', ' Website', ' years', 'graphic']"
30,Ethiopia,0.0,0,Africa,"['App', 'DeveloperBackend', 'DevelopmentDjangoeCommerceFlutter']",0,['Other'],"['App', 'Developer', 'Backend', 'Development', 'Djangoe', 'Commerce', 'Flutter']","[' solutions', ' expertise', ' projects', ' software', ' time', ' experience', 'years', ' design', ' working', ' business']"
10,India,0.0,0,Asia,"['Business', 'Card', 'DesignGraphic', 'DesignHTML5IllustratorInterior', 'Design']",0,['Graphic Design'],"['Business', 'Card', 'Design', 'Graphic', 'Design', 'Illustrator', 'Interior', 'Design']","[' Business', ' work', ' graphic', ' Graphic', ' Website', ' years', 'graphic']"
30,Ethiopia,0.0,0,Africa,"['App', 'DeveloperBackend', 'DevelopmentDjangoeCommerceFlutter']",0,['Other'],"['App', 'Developer', 'Backend', 'Development', 'Djangoe', 'Commerce', 'Flutter']","[' solutions', ' expertise', ' projects', ' software', ' time', ' experience', 'years', ' design', ' working', ' business']"
100,India,0.0,0,Asia,"['BrandingCreative', 'DesignGraphic', 'DesignLogo', 'DesignRebranding']",0,['Graphic Design'],"['Branding', 'Creative', 'Design', 'Graphic', 'Design', 'Logo', 'Design', 'Rebranding']","['logo', ' designer']"
6,India,0.0,0,Asia,"['AI', 'Graphic', 'DesignAmazonBrand', 'MarketingBrandingBusiness', 'Analysis']",0,['Graphic Design'],"['Graphic', 'Design', 'Amazon', 'Brand', 'Marketing', 'Branding', 'Business', 'Analysis']","[' Design', ' Logo', 'logo']"
20,Pakistan,0.0,0,Asia,"['Banner', 'DesignBook', 'ArtistBusiness', 'Card', 'DesignCanvaConcept', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Book', 'Artist', 'Business', 'Card', 'Design', 'Canva', 'Concept', 'Design']","[' logo', ' Digital', ' Software', ' services', ' work', ' Design', ' social', ' Adobe', ' design', ' years', 'Experience', ' Project', ' project']"
10,India,0.0,0,Asia,"['Advertisement', 'DesignBanner', 'DesignCopy', 'TypingCreative', 'Design']",0,['Graphic Design'],"['Advertisement', 'Design', 'Banner', 'Design', 'Copy', 'Typing', 'Creative', 'Design']","[' years', ' experience', 'experience', ' design']"
10,Bangladesh,0.0,0,Asia,"['3D', 'DesignCopy', 'TypingGraphic', 'DesignIllustratorLogo', 'Design']",0,['Graphic Design'],"['Design', 'Copy', 'Typing', 'Graphic', 'Design', 'Illustrator', 'Logo', 'Design']","[' Logo', ' projects', ' Business', ' skills', ' work', ' Design', 'working', ' Graphic', ' Work', ' Adobe', ' design', ' client', ' Designs', ' project']"
12,India,0.0,0,Asia,['CSSHTML5JavaScriptLaravelPHP'],0,['Programming'],"['Java', 'Script', 'Laravel']","[' expertise', ' app', ' data', ' using', ' help', ' Professional', ' Experience', ' Client', 'years', ' design', ' custom', ' development', ' Work', ' PHP', ' web', ' business']"
8,India,0.0,0,Asia,"['Express', 'JSFigmaHTMLJavaJavaScript']",0,['Programming'],"['Express', 'Figma', 'Java', 'Java', 'Script']","['developer', ' creating', ' solutions', ' expertise', ' services', ' using', ' React', ' web', ' mobile']"
10,Pakistan,0.0,0,Asia,"['2D', 'Drawing3D', 'Design3D', 'Drafting3D', 'ModellingAutoCAD']",0,['Graphic Design'],"['Drawing', 'Design', 'Drafting', 'Modelling', 'Auto']","[' help', ' work', 'clients', ' let', ' working', ' project']"
10,Bangladesh,0.0,0,Asia,"['3D', 'DesignCopy', 'TypingGraphic', 'DesignIllustratorLogo', 'Design']",0,['Graphic Design'],"['Design', 'Copy', 'Typing', 'Graphic', 'Design', 'Illustrator', 'Logo', 'Design']","[' Logo', ' projects', ' Business', ' skills', ' work', ' Design', 'working', ' Graphic', ' Work', ' Adobe', ' design', ' client', ' Designs', ' project']"
12,India,0.0,0,Asia,['CSSHTML5JavaScriptLaravelPHP'],0,['Programming'],"['Java', 'Script', 'Laravel']","[' expertise', ' app', ' data', ' using', ' help', ' Professional', ' Experience', ' Client', 'years', ' design', ' custom', ' development', ' Work', ' PHP', ' web', ' business']"
8,India,0.0,0,Asia,"['Express', 'JSFigmaHTMLJavaJavaScript']",0,['Programming'],"['Express', 'Figma', 'Java', 'Java', 'Script']","['developer', ' creating', ' solutions', ' expertise', ' services', ' using', ' React', ' web', ' mobile']"
15,Bangladesh,0.0,0,Asia,"['Data', 'EntryEmail', 'HandlingExcelVideo', 'Editing']",0,['Finance'],"['Data', 'Entry', 'Email', 'Handling', 'Excel', 'Video', 'Editing']",['work']
20,India,0.0,0,Asia,"['After', 'EffectsBanner', 'DesignBrochure', 'DesignBusiness', 'Card', 'Design']",0,['Graphic Design'],"['After', 'Effects', 'Banner', 'Design', 'Brochure', 'Design', 'Business', 'Card', 'Design']","[' services', ' solutions', ' digital', ' work', ' designs', ' website', ' design', ' development', 'graphic', ' web']"
15,Philippines,0.0,0,Asia,"['2D', 'Drawing3D', 'Design3D', 'RenderingAdobe', 'LightroomAutoCAD']",0,['Graphic Design'],"['Drawing', 'Design', 'Rendering', 'Adobe', 'Lightroom', 'Auto']","[' software', ' using', ' designs', 'experience']"
10,Pakistan,0.0,0,Asia,"['2D', 'Drawing3D', 'Design3D', 'Drafting3D', 'ModellingAutoCAD']",0,['Graphic Design'],"['Drawing', 'Design', 'Drafting', 'Modelling', 'Auto']","[' help', ' work', 'clients', ' let', ' working', ' project']"
5,Bangladesh,0.0,0,Asia,"['2D', 'AnimationAdobe', 'PhotoshopAdvertisement', 'DesignBanner', 'Design']",0,['Graphic Design'],"['Animation', 'Adobe', 'Photoshop', 'Advertisement', 'Design', 'Banner', 'Design']","[' Logo', ' digital', ' expertise', ' Business', ' Custom', 'professional', ' help', ' graphic', ' Professional', ' Design', ' Social', ' designs', ' Services', ' design', ' marketing', ' designer', ' Designs']"
15,Bangladesh,0.0,0,Asia,"['AdvertisingCSSCSS3eCommerceEmail', 'Marketing']",0,['Marketing'],"['Advertising', 'e', 'Commerce', 'Email', 'Marketing']","[' DESIGN', ' Custom', ' DEVELOPMENT', ' custom', ' development', ' Creating', ' WEBSITE', ' digital', ' data', ' using', ' Using', ' time', ' website', ' Website', ' Digital', ' SEO', ' Business', ' Google', ' Social', ' Developer', ' design', ' working', ' marketing', ' Management', ' Marketing', ' management', 'WordPress', ' creating', ' MARKETING', ' Content', ' WordPress']"
10,Pakistan,0.0,0,Asia,"['AnimationBrandingBrochure', 'DesignFigmaGraphic', 'Design']",0,['Graphic Design'],"['Animation', 'Branding', 'Brochure', 'Design', 'Figma', 'Graphic', 'Design']","[' clients', ' SEO', ' digital', ' Business', ' expertise', ' designs', ' website', ' experience', 'years', ' design', ' social', ' Project', ' business']"
25,United States,0.0,0,North America,"['2D', 'DrawingAdobe', 'PhotoshopArts &', 'CraftsBook', 'ArtistCaricature &', 'Cartoons']",0,['Graphic Design'],"['Drawing', 'Adobe', 'Photoshop', 'Arts', 'Crafts', 'Book', 'Artist', 'Caricature', 'Cartoons']","['designer', ' Development', ' digital', ' projects', ' skills', ' Management', ' Using', ' software', ' experience', ' design', ' years', ' Creating']"
10,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBook', 'Cover', 'DesignBrochure', 'DesignBusiness', 'Card', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Book', 'Cover', 'Design', 'Brochure', 'Design', 'Business', 'Card', 'Design']","[' digital', ' expertise', 'professional', ' graphic', ' expert', ' design', ' years']"
15,India,0.0,0,Asia,"['AJAXAPIAPI', 'DevelopmentBackend', 'DevelopmentCodeigniter']",0,['Other'],"['Development', 'Backend', 'Development', 'Codeigniter']","[' Web', ' Development', ' user', 'developer', ' Skills', ' Design', ' Services', ' experience', ' App', ' Website', ' years', ' Mobile', ' applications']"
25,Indonesia,0.0,0,Asia,"['3D', 'Modelling3D', 'Rendering3ds', 'MaxAutoCAD', 'ArchitectureBuilding', 'Architecture']",0,['Programming'],"['Modelling', 'Rendering', 'ds', 'Max', 'Auto', 'Architecture', 'Building', 'Architecture']","[' Software', ' expertise', ' using', ' work', 'years']"
20,India,0.0,0,Asia,"['AndroidBrand', 'MarketingCodingDigital', 'MarketingFlutter']",0,['Other'],"['Android', 'Brand', 'Marketing', 'Coding', 'Digital', 'Marketing', 'Flutter']","[' Web', ' Graphic', ' experience', ' social', ' digital', ' solutions', ' using', ' designs', ' mobile', ' Digital', 'web', ' App', ' design', ' marketing', ' user', ' content', ' creating', ' Mobile', ' business']"
5,India,0.0,0,Asia,"['Express', 'JSFull', 'Stack', 'DevelopmentHTMLJavaScriptLaravel']",0,['Programming'],"['Express', 'Full', 'Stack', 'Development', 'Java', 'Script', 'Laravel']","[' years', ' applications', 'developer', ' expertise']"
10,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBusiness', 'Card', 'DesignCovers &', 'PackagingDesign']",0,['Graphic Design'],"['Banner', 'Design', 'Business', 'Card', 'Design', 'Covers', 'Packaging', 'Design']","[' clients', ' quality', ' creating', ' Business', 'professional', ' skills', ' using', ' graphic', ' designs', ' experience', ' Adobe', ' working', ' designer', ' professional']"
20,Bangladesh,0.0,0,Asia,"['BrandingFlyer', 'DesignGraphic', 'DesignIllustratorLogo', 'Design']",0,['Graphic Design'],"['Branding', 'Flyer', 'Design', 'Graphic', 'Design', 'Illustrator', 'Logo', 'Design']","[' logo', ' Logo', ' quality', ' projects', ' Business', 'professional', ' skills', ' work', ' graphic', ' Social', ' Graphic', ' client', ' design', ' Adobe', ' let', ' working', ' designer']"
15,India,0.0,0,Asia,"['Amazon', 'AdsAmazon', 'FBAAmazon', 'KindleeCommerceExcel']",0,['Finance'],"['Amazon', 'Ads', 'Amazon', 'Amazon', 'Kindlee', 'Commerce', 'Excel']","['Expert', ' expertise', ' using', ' work', ' Marketing', ' experience', ' years', ' Management', ' Expertise', ' business', ' Expert']"
5,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBusiness', 'Card', 'DesignCommunicationsContent', 'Writing']",0,"['Content Writing', 'Graphic Design']","['Banner', 'Design', 'Business', 'Card', 'Design', 'Communications', 'Content', 'Writing']","[' Digital', ' digital', ' creating', ' solutions', ' help', ' using', 'Digital', ' website', ' social', ' marketing']"
5,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBusiness', 'Card', 'DesignCommunicationsContent', 'Writing']",0,"['Content Writing', 'Graphic Design']","['Banner', 'Design', 'Business', 'Card', 'Design', 'Communications', 'Content', 'Writing']","[' Digital', ' digital', ' creating', ' solutions', ' help', ' using', 'Digital', ' website', ' social', ' marketing']"
