Name,Title,Location,Profile Link,Rating,Price,Degree
Majedeh M.,"Cosmetic Formulation Chemist MChem (30+ launches) I Specialist in Oral Care, Expert in Scalp Care & Pro-aging Skin Care",United Kingdom,,★★★★★,USD 100/hr,N/A
Dr. Jo Anne S.,"Seasoned applied researcher, program/policy analyst, & technical writer with 30+ years experience, international standing",United States,,,USD 120/hr,N/A
Ivanna O.,"Expert in substantiating claims for the food supplement industry, SEO writing.",Mexico,,★★★★★,USD 50/hr,N/A
Dr. Rae Yunzi T.,"Ivy League-trained professor, researcher, and consultant with expertise in Social and Organizational Psychology",United States,,,USD 150/hr,N/A
Prof Dr Betsy J.,16+ yrs Academic Editor| Research Consultant | Dental Specialist |,India,,★★★★★,USD 100/hr,N/A
ANATH L.,Founder/CEO at DADYMINDS,United States,,★★★★★,USD 25/hr,N/A
Joshita M.,"Biomedical Engineer, CMU | Product Manager & Medical Writer | Expert in Clinical Research with 9+ years of experience",Netherlands,,★★★★★,USD 30/hr,N/A
Dr. Muhammad W.,"Climate Change, Enviornment, Sustainability and Agricultural Expert.",Thailand,,,USD 20/hr,N/A
Dr. Miguel V.,Research | Data Analysis | Academic Writing | Neuroscience,United States,,,USD 40/hr,N/A
Dr. Qadeem K.,"Data Science, Machine Learning, Artificial Intellegence,Python,data analysis,computer vision,computer networks",France,,,USD 30/hr,N/A
Anusha J.,PhD | Cancer and biomedical researcher,United States,,★★★★★,USD 50/hr,N/A
Rana A.,"PhD, postgraduate",Cyprus,,★★★★★,USD 10/hr,N/A
Dr. Kiran K B.,Senior Scientist | RNA Therapeutics | Genomic medicine | Peer Reviewing | Neuroscience | Pain Research | Pharmacology,Germany,,,USD 40/hr,N/A
K.P.R. P.,"Chemical Engineer with experience in Operation and Management Fertilizer, Chemical, Sugar & Alcohol industries",India,,★★★★★,USD 12/hr,N/A
Izaiah M.,Renewable Energy Engineer,Zambia,,★★★★★,USD 50/hr,N/A
Dr. Ahmed S.,A meticulous writer with significant experience in medical/scientific writing,Switzerland,,,USD 50/hr,N/A
Dr. Sonya D.,Biotech Medical Writing/Stats; Business Strategy and Operations; Data Science; Digital Marketing,United States,,,USD 100/hr,N/A
Girish H.,"Freelance Medical Writer / Regulatory Expert in Medical Device with 16+ Years of Experience (EUMDR, ISO 13485, FDA510K)",India,,★★★★★,USD 90/hr,N/A
Kelvin E.,Scientist✓AI Language Professional✓Tutor Writer✓Creative Scientist✓Data Analyst✓Technologist✓New Product Developer✓7 Yrs,Nigeria,,★★★★★,USD 10/hr,N/A
Dr. Deepa A.,N/A,United Kingdom,,,USD 20/hr,N/A
Dr. Amr F.,"Amr fawzy is founder of Amr lifescience Eg , Scientist , Innovator and international marketing market access consultant",United States,,,USD 50/hr,N/A
Dr. Enrique J. G.,"Basic & Clinical Researcher. Cardiovascular Sciences. BSc., MSc., MD., PhD",Spain,,,USD 50/hr,N/A
Shariq A.,"Data Analyst, SPSS, Excel, VBA, Stata, R, Tableau, Survey Analyst and a Creative Writer",Pakistan,,★★★★★,USD 15/hr,N/A
Dr. Sureshkumar S.,"Skin care product development, Medicinal plants Value addition, Nanoparticles synthesis, characterization",India,,,USD 20/hr,N/A
Dr. Prachi A.,Scientific & Medical Writer with 15+ years of experience in writing and editing,India,,,USD 50/hr,N/A
Dr. Riddhi Kiritkumar P.,"Expert in statistical data analysis, Citations and content writing",United States,,,USD 30/hr,N/A
Dr. Shail M.,"PhD, Pharmacology | Cell and Molecular Biology | Medical writing | Clinical Trial",United States,,,USD 50/hr,N/A
Dr. Elena D.,"Molecular Biologist| Research Design, Data Analysis",United States,,,USD 150/hr,N/A
Dr. Firuz D.,Computational single molecular studies.,Canada,,,USD 19/hr,N/A
Dr. El-Sayed M.,"Academic Writing, Academic Editing, Academic Proofreading, Grammar Check, Plagiarism Check, and many you should know",China,,,USD 30/hr,N/A
Dr. Amit Kumar B.,"More than 15 years experience in medical writing, publishing, analysis in R & SPSS, Bioinformatics, research design.",India,,,USD 40/hr,N/A
Denise A.,Food Research and Development Technologist,United States,,★★★★★,USD 85/hr,N/A
Dr. Marcelo O.,Computational Chemistry - Drug discovery - Evolutionary Biology,Argentina,,,USD 30/hr,N/A
Dr. Lee B.,CEO - Chi-Squared Innovations ★ Telling Stories With Data ★ www.chi2innovations.com,United Kingdom,,,N/A,N/A
Dr. Abdolreza A.,"Article and Proposal Writer, Reviewer, Consultant, Researcher and Scientist, in Pharma - Biotech (Ph.D.)",United States,,,USD 120/hr,N/A
Yoga P.,Product and Process Development Consultant with various project experience,Indonesia,,★★★★★,USD 65/hr,N/A
Dr. Piret R.,"Food engineer, Food technologist, PhD in microscopy of lipid oxidation in o/w emulsions",El Salvador,,,USD 50/hr,N/A
Dr. Ilan F.,Law and History Scholar,United States,,,USD 100/hr,N/A
Dr. Sohrab A.,"I have expertise in mental health as well as in research methodologies, Epidemiology, and public health.",Iran,,,USD 50/hr,N/A
Dr. Hafsa I.,Medical Device Regulation (MDR) - BER - Technical File - CER - ISO13485 - Production manager - SOPs - Design File - GRIN,Pakistan,,,USD 35/hr,N/A
Dr. Egest P.,"Immunology and immunotherapy expertise, particularly T and B lymphocytes, antibody generation and uses.",United States,,,USD 200/hr,N/A
Anthony N.,Chemical Engineer and Formulation Chemist with over 15 years of experience.,United States,,★★★★★,USD 180/hr,N/A
Dr. Viorel M.,Animal nutrition & feed additive specialist,Germany,,,USD 80/hr,N/A
Dr. Muhammed Kürşad Ö.,Assoc. Prof. of Operations and Information Management,Turkey,,,N/A,N/A
Dr. Angela P.,Expert Biomedical Scientist and Scientific Editor and Writer,Greece,,,USD 70/hr,N/A
Dr. Roland J.W. M.,(Bio)analytical scientist BMV & Development | Expert in Bioanalysis with 10+ years of experience. Editor-in-Chief.,Netherlands,,,USD 50/hr,N/A
Dr. Ken B.,"Physical and Materials Chemist with 25+ years of experience in research, project and team management.",Spain,,,USD 100/hr,N/A
Dr. Usman A.,A Professional and Certified Mathematics expert with 15+ years of experience in academics and research,Pakistan,,,USD 50/hr,N/A
Dr. Atul K.,Formulation Chemist | Formulation Scientist | Regulatory affair | Scientific Writing | Medical Writing,India,,,USD 50/hr,N/A
Dr. Anthony M.,Writer and author of 30 peer reviewed articles | Systematic reviewer | Data analyst | Expert in R | Epidemiologist,United Kingdom,,,USD 39/hr,N/A
Lokesh C.,Data Scientist & Analyst | | ML & AI | R | Python | Technical Writer and Editor | 7+ years of experience | Business Cons,India,,★★★★★,USD 50/hr,N/A
Gg P.,Freelance Statistician and Data Scientist | expert in Python and SPSS,India,,★★★★★,USD 50/hr,N/A
Dr. EDEN REBECCA P.,Project Manager | Biomanufacturing Specialist | Technical Grant Writing Expert,United States,,,USD 100/hr,N/A
Dr. Nitasha K.,HIV | Immunology | Public health.,United States,,,USD 30/hr,N/A
Dr. Anuradha D.,10 Years of experience in Academic research.Analytical Scientist.Scientific writing/consulting and Method development.,India,,,USD 30/hr,N/A
Dr. Nabeeha T.,Expert in Qualitative and Quantitative Data Analysis | Expert in Dissertations | Statistician I Buisness Analyst,South Africa,,,USD 20/hr,N/A
Dr. Reham M.,Medical Communications Consultant & Writer,United Arab Emirates,,,USD 70/hr,N/A
Dr. Damjan A.,"Cancer Researcher & Bioinformatician | Clinical oncology-hematology & Epigenomics/epitranscriptomics | MPharm, PhD, MBA",Austria,,,USD 20/hr,N/A
Dr. Ari J.,Particle physicist-turned-investment professional,France,,,USD 80/hr,N/A
Dr. Oliver G.,"Ex-BCG Consultant for Biotech, Pharma, Life Science | Expert in AI applications for Life Sciences",Germany,,,USD 120/hr,N/A
Dr. Tushar W.,"Freelance data interpretation, experiment design and troubleshooting | Epigenetics expert | Scientific writing services",United Kingdom,,,USD 50/hr,N/A
Dr. Jeffrey P.,Virologist and Clinical Scientist | 15+ years Virology | 5+ years Clinical Assay Development | 15 papers | 6 Patents,United States,,,N/A,N/A
Dr. Shahbaz S.,"Researcher, Analyst, Social Scientist",Pakistan,,,USD 50/hr,N/A
Dr. Taís A.,Biomedical scientist | Medical writer with 10+ of experience | Bioinformatician,Brazil,,,USD 40/hr,N/A
Dr. Volodymyr S.,Python Developer for Data Science Projects https://vshatalov.github.io/,Poland,,,USD 30/hr,N/A
Dr. Martina P.,Medicinal and Organic Chemist in Drug Discovery,Croatia,,,USD 50/hr,N/A
Sharvari C.,Cosmetic Chemist | Formulating Result Driven Skin & Hair Care Products,India,,★★★★★,USD 60/hr,N/A
Dr. Omar E.,Phytochemical analysis and bioguided isolation of active plant components.,Brazil,,,USD 20/hr,N/A
Dr. Maria L.,"Neuroscience expert with 15+ years of experience in research, medical & scientific writing, consultations, translations",Slovakia,,,USD 40/hr,N/A
Dr. Hatim B.,Biology/Mental health & positive psychology expert,Morocco,,,USD 25/hr,N/A
Dr. David K.,A physicist/chemist who provides science based solutions to your business and technical questions.,United States,,,USD 150/hr,N/A
Dr. Fabio R.,Data Scientist and Bioinformatician.,Brazil,,,USD 40/hr,N/A
Dr. Vadim S.,"Ph.D., Psychology and Organizational Behavior Research, Academic Writing, Statistical Analysis of Research Data",Georgia,,,USD 50/hr,N/A
Dr. Lauren P.,Scientific Editor,United Kingdom,,,USD 75/hr,N/A
Dr. JULIE G.,Scientist with 20 years experience in materials science and physics research | Freelance editing and technical writing,Peru,,,USD 120/hr,N/A
Dr. Prasun P.,"Expert in Organic Synthesis, Catalysis and Process Optimization in API industry",India,,,USD 60/hr,N/A
Dr. JORDANA S.,Ph.D. in pharmaceutical sciences ǀ Pre-clinical/Clinical studies ǀ Innovation ǀ Entrepreneurship ǀ Biotech,Brazil,,,USD 10/hr,N/A
Dr. Fanny L.,PhD Immunology | Pharmacy | Scientific communicator 11 yrs of experience in biomedical research | Analyst |,United States,,,USD 70/hr,N/A
Dr. Jyoti L.,Medical Writer,India,,,USD 35/hr,N/A
Dr. Kate S.,A UK-based doctoral qualitative researcher and data analytics expert with 15+ years experience,United Kingdom,,,USD 60/hr,N/A
Dr. Nicolás F.,"Neurobiologist, animal behavior and neurophysiology analyses unveiling the neural functioning behind the behavioral responses",Puerto Rico,,,USD 30/hr,N/A
Dr. Rachel C.,Research scientist specializing in health and tech fields,United States,,,USD 175/hr,N/A
Dr. Sandra Milena B.,Freelance science communicator| Scientific illustration| Medical writing| Medical translation| Pharmacologist,Brazil,,,USD 50/hr,N/A
Dr. Nasir M.,"Data Scientist and Genetic Algorithms, Machine Learning, Optimization Expert",Pakistan,,,USD 50/hr,N/A
Dr. Mehmet B.,"Medical Writer; Statistician-Expert in SPSS, GraphPad; Expert Illustrator for Manuscripts in Adobe Illustrator",Turkey,,,USD 50/hr,N/A
Dr. Ashish Kumar P.,"NGS, Gene expression analysis, Evolution, PCA, Transcriptomics, Molecular Biology, Bioinformatics, Seed, Plant",India,,,USD 40/hr,N/A
Dr. Piyali C.,Food Physics | Sensory science | Design of plant-based beverages,United States,,,USD 50/hr,N/A
Dr. Jean J.,"PhD Mathematician, Analyst & Editor",United States,,,USD 200/hr,N/A
Dr. Neha D.,"Regulatory & Product Development Expert | 13+ Years in Phytopharmaceuticals, Nutraceuticals & Herbal Drug Formulations",India,,,USD 50/hr,N/A
Peter J.,"Senior SW/HW Engineer & Data Science Leader | Expert in Python, Machine Learning, Deep Learning and MATLAB",Japan,,★★★★★,USD 50/hr,N/A
Dr. Dominick O.,Professional Human resource Manager and Academic Researcher( 10 years of experience in Academic writing),Kenya,,,USD 35/hr,N/A
Dr. UMMARAH K.,"Ph.D Pharmaceutics. Pharmacist- RPh -Pakistan (PPC/3667/17). Writing, Proof Reading. Pharmaceutical Product Development",Pakistan,,,USD 10/hr,N/A
Chemist C.,Chemical Engineer | Chemist,Pakistan,,★★★★★,USD 10/hr,N/A
Dr. Arinzechukwu U.,Freelance Scientific Writer and Life Science Consultant with over 6+ years in cancer research,United Kingdom,,,USD 100/hr,N/A
Dr. Roy A.,Ph.D. Eng. in control systems and biomedical devices | Author of 100+ research papers | Editor of 5 books,Lebanon,,,USD 20/hr,N/A
Dr. Pavel O.,AI engineer. Full-stack developer. Physician. Academic.,France,,,USD 50/hr,N/A
Dr. Radhika J.,Food Science Consultant; Exp: +11years; Let us Talk in Detail :),Canada,,,USD 80/hr,N/A
Dr. Sohaib A.,Chemical Engineer | Research Scientist | Technical Writer | Product Developer,Pakistan,,,USD 40/hr,N/A
Dr. Harshvardhan M.,Expert in Analytical Methods Development and Formulation Development,Singapore,,,N/A,N/A
Dr. Dattatraya U.,"Oligonucleotide- and Synthetic-Chemist, Impurity synthesis, NMR",India,,,N/A,N/A
Dr. Ernesto G.,"Machine Learning, mathematical optimization, simulation and statistical analysis. Python, R, Octave,",United States,,,USD 200/hr,N/A
Dr. M Aamir M.,Product development scientist- providing pharmaceutical and neutraceutical products and solutions to clients,India,,,USD 30/hr,N/A
Dr. DEBASHIS D.,Biochemical/Bioprocess Engineering with Food Biotechnology research (Advanced Fermentation Technology),India,,,USD 50/hr,N/A
Dr. Tiffanie N.,N/A,Australia,,,USD 35/hr,N/A
Dr. Laiba T.,Medical researcher with a Master's degree in Biotechnology,Pakistan,,,USD 10/hr,N/A
Dr. Murtaza Najabat A.,Medical Device Development | Healthcare Technology Specialist | Regulatory Affairs Specialist,Pakistan,,,USD 80/hr,N/A
Dr. Chakir M.,Knowledge Representation Engineer | Taxonomist,United Kingdom,,,USD 80/hr,N/A
Dr. Afroza B.,"Freelance Medical Writer & Editor | PhD in Life Sciences | Specialising in Scientific Content, Health & Academic Writing",United Kingdom,,,USD 60/hr,N/A
Dr. Milad N.,I am Research Fellow at the University of Oxford.,United Kingdom,,,USD 200/hr,N/A
Dr. Amr M.,"Biostatistician, Meta-analyses expert",Egypt,,,USD 45/hr,N/A
Dr. Yevgeniy D.,"Data Scientist | Expert in R, Causal Inference, Supervised Learning, Time-Series, Data Visualization, Risk Analytics",United States,,,USD 150/hr,N/A
Dr. Anindita S.,Freelance Medical Editor & Writer,India,,,USD 50/hr,N/A
Dr. Ghirmay Ghebrekidan G.,Experienced clinical research physician | Expertise in data analysis and manuscript writing | Published author,Uganda,,,USD 10/hr,N/A
Dr. Leticia T.,Freelance Medical Writer | Microbiome & Metabolic Diseases | Bilingual English-Spanish Content Creator,United States,,,USD 100/hr,N/A
Dr. Maham L.,"Medical writer- 10+ yrs exp (research&med educ), Proofreading manuscripts, managing reference lists, CLB-10 English lang",Pakistan,,,USD 25/hr,N/A
Dr. Hellio B.,Producer and strategic communicator of scientific content. Chemistry. Scientist. PostDoc Researcher.,Brazil,,,USD 150/hr,N/A
Dr. Tayo F.,Environmental Virologist | Molecular Scientist | Infectious Diseases Communicator | Public Health Consultant |,Nigeria,,,USD 50/hr,N/A
Dr. Fumiyo N.,Freelance Statistician & Data Analysit | Expert in R and openbugs with 20+ years of experiesn in business analytics,Japan,,,USD 50/hr,N/A
Dr. Michael D.,Ph. D. Medicinal Chemist | CNS Drug Discovery | Leading Innovative Research in Neurological Disorders,United States,,,USD 150/hr,N/A
Dr. Ajay G.,"Writing Research proposals and manuscripts, Biomechanist, FEA, Statistician, Coder, Implant Design and Simulations",India,,,USD 30/hr,N/A
Dr. Jossana R.,Food scientist,Brazil,,,USD 40/hr,N/A
Dr. Paula V.,Phd candidate in Science (Psychobiology) | Academic writing | Scientific communication,Brazil,,,USD 50/hr,N/A
Dr. Satish R.,Molecular Immunologist with 10+ years of experience in clinical research.,Germany,,,USD 100/hr,N/A
Dr. Sunil G.,"multi-steps organic synthesis, a medicinal chemist with expertise in the design and synthesis of a small molecules",India,,,USD 40/hr,N/A
Dr. Hadj Ahmed B.,"PhD degree in applied Microbiology, worked on many subfields of Microbiology (microbial genomics, comparative genomics).",Algeria,,,USD 20/hr,N/A
Dr. Angelica O.,"Psychologist researcher, PhD. 15+ years experience in interactive media, child & youth, mental health & bioethics",Belgium,,,N/A,N/A
Dr. Nicolas S.,Core Laboratory Manager at University of Leicester,United Kingdom,,,USD 100/hr,N/A
Dr. Binny M.,N/A,India,,,N/A,N/A
Dr. Mateo L.,Cognitive Neuroscientist with industry experience in human psychopharmacology & psychophysiology | Grant writing | Stats,Malaysia,,,USD 100/hr,N/A
Dr. Carlotta F.,"Ph. D in Mechanical Engineering | Medical Imaging Analysis, Reverse Engineering and Rapid Prototyping - Virtual Reality",Italy,,,USD 70/hr,N/A
Dr. Finbarr H.,Manuscript editing by native English speaker and experienced academic with extensive publication record,United Kingdom,,,USD 75/hr,N/A
Dr. Brent R.,I sell FDA Compliant Drug Substance and Drug Product Quality and Performance Testing Programs & Guidance to FDA Approval,United States,,,USD 225/hr,N/A
Dr. Rodin M.,Freelance Biologist - Consultant- Researcher - specialist,Netherlands,,,USD 15/hr,N/A
Dr. K T.,Issues with NP-hard optimization problems? Am a mathematician with a strong background in computer science.,Tanzania,,,USD 120/hr,N/A
Dr. Kumar Siddharth S.,"An inquisitive person with expertise and 10+ years experience in biology, biotechnology and technical writing",Germany,,,USD 75/hr,N/A
Dr. Younas M.,Healthcare and Nursing writer and Data Analyst with 6years of experience/plagiarism free work,Pakistan,,,USD 15/hr,N/A
Dr. Luisa G.,Medical Doctor & Clinical Trial Manager | 10 + years of experience in cientific content production | Freelance Writer |,Colombia,,,USD 40/hr,N/A
Dr. ABHISHEK P.,"For consultancy in Machine learning,Image processing ,WSN,IoT ,Block chain NS2 ,data science, Technical Writing",India,,,USD 90/hr,N/A
Dr. Matilda B.,Medical writer and editor,Canada,,,USD 125/hr,N/A
Dr. Zul K.,"Pharmacologist/Pharmaceutics, Drug Delivery Expert, Data Analysis, Manuscript writing, Graphical Abstract Designer,",Pakistan,,,USD 15/hr,N/A
Dr. Swapna P.,A PhD Scholar orthodontist with 8 years of experience in Research,India,,,USD 12/hr,N/A
Dr. Geysa L.,Nursing researcher with a mission to improve health care globally | Expert in Qualitative Research & scientific writing,Brazil,,,USD 50/hr,N/A
Dr. Mohsen R.,Independent health economist and epidemiologist,United Kingdom,,★★★★★,USD 50/hr,N/A
Dr. Mark P.,"Data science, machine learning, medical imaging, physicist. 15+yrs clinical research. Medical device development.",Ireland,,,USD 150/hr,N/A
Dr. Saravana K T.,Renewable catalysis and nanomaterials for energy storage,India,,,USD 60/hr,N/A
Dr. Suneeta N.,Prompt response writer Biology for AI training I Scientific writer I Scientific Editor I Reviewer,Finland,,,USD 30/hr,N/A
Dr. Giovanni G.,"Experience with medical writing in clinical research, writing and reviewing scientific text, and grant application.",Brazil,,,USD 100/hr,N/A
Dr. Henrique F.,Molecular Biology Analyst with expertise in Developmental Biology of Diptera Insect's,Brazil,,,USD 8/hr,N/A
Dr. Darda B.,PhD of architecture/IT engineer / Researcher/Sustainability expert,Algeria,,,USD 30/hr,N/A
Dr. SYED JUNAID-UR- R.,"Scientific Writer, Idea Generation, Consultancy, Project Management, Research & Development",Pakistan,,,USD 50/hr,N/A
Dr. Guillaume P.,"PhD Physical and Synthetic Organic Chemistry | understand your reactions, get your molecules",Germany,,,N/A,N/A
Dr. Jorge D.,Expert in Agronomy (soil fertility and plant nutrition),Brazil,,,N/A,N/A
Dr. Lissy L.,Senior Transportation Engineer with 16 years of experience,United States,,,USD 50/hr,N/A
Dr. Yasser G.,"Professor of Microbiology, Immunology and Biotechnology - Faculty of Pharmacy",Hashemite Kingdom of Jordan,,,USD 200/hr,N/A
Dr. Trinadh Venkata Satish T.,"Experienced research scientist keenly interested in contributing to medical devices, health care and biotech projects.",Netherlands,,,USD 50/hr,N/A
Dr. Edward O.,Prescient Drug Delivery LLC,United States,,,USD 130/hr,N/A
Dr. Matthew O.,"Mathematician | Data Analyst | Data Scientist | Expert in Python, SPSS & BI tools with 10+ years experience in Research",Nigeria,,,USD 22/hr,N/A
Dr. Huma S.,"Bioinformatician, Multi-omics (DNA-seq, RNA-seq, proteomic and metabolomic data analysis), R programming, R-shiny,",Netherlands,,,USD 50/hr,N/A
Dr. Raymond O.,Bioinformatics expert with strong Machine Learning background and Next Generation Sequencing skill sets.,United States,,,USD 50/hr,N/A
Dr. Youssef A.,Freelance Mathematician & Physicist & Historian of Science| PhD in Mathematical Physics,Egypt,,,USD 80/hr,N/A
Dr. Sumana B.,Freelance science editor,United States,,,N/A,N/A
Dr. Cris M.,"Senior Software Engineer, Neuroscience PhD and BCI expert",Germany,,,USD 95/hr,N/A
Dr. Geetanjali B.,"Research Scientist with experience in Medical Devices, Pre-clinical Research and Writing",United States,,,USD 50/hr,N/A
Dr. Anil Kumar C.,Geneticist,United States,,,USD 125/hr,N/A
Dr. Vaios A.,Chemical Engineer & Project Manager | R&D Expert in Catalysis & Sustainable Processes,Greece,,,USD 110/hr,N/A
Dr. Paula Rodrigues O.,"Expert in Scientific Writting and Publishing, with 10+ of experience in Life Sciences research",Portugal,,,USD 40/hr,N/A
Dr. Dalaq A.,"Expert Academic Researcher & Writer Specializing in Biology, Delivering In-depth Research, Analysis, Scientific Writer",Pakistan,,,USD 30/hr,N/A
Dr. Caroline A.,"Microbiologist Specializing in Laboratory Research, Microscopy, and Bioinformatics Integration, with 10+year of exp",Nigeria,,,USD 30/hr,N/A
Dr. Zahra S R.,"English Applied Linguistics, Freelancer, academic and non-academic editor, copywriter, Interdisciplinary projects",Iran,,,USD 50/hr,N/A
Dr. Jan R.,Hi I'm Jan and my passion is to use bioinformatical and computational approaches to address new questions in biology.,United Kingdom,,,USD 100/hr,N/A
Dr. Ratnal B.,PhD 🔬| 10+Years of Science Communication | Medical Writer | Clinical Research | Literature Research Expert | Precision,Germany,,,USD 55/hr,N/A
Dr. Aezel C.,"Freelance Consulting, Scientific Illustration and Medical Writing in Molecular Biology and Veterinary Research",Turkey,,,USD 50/hr,N/A
Dr. Natasa D.,Freelance Statistician & Data Analyst | Expert in SAS & R | Animal Biology writer,France,,,N/A,N/A
Dr. Ekrem D.,"ENGLISH <> TURKISH Freelance Translator, Editor, Proofreader, Interpreter, Localization Expert.",Turkey,,,USD 30/hr,N/A
Dr. Ricardo V.,Innovative Problem Solver with a Unique Vision: Creating at the Edge of Conventional Thinking,Spain,,,USD 90/hr,N/A
Dr. Carina H.,"PhD Scientist & Science Writer | Expert in Molecular Ecology, Entomology & Waste Management Consulting",Panama,,,USD 35/hr,N/A
Dr. Benjamin V.,"Medical Doctor |Researcher | Author | Copy Editor with 12-year experience |Member, Advisory Committee, ICPHAMS",Nigeria,,,USD 25/hr,N/A
Dr. Sanjukta S.,"Biotechnologist, nutraceutical and therapeutical values of foods, microbial and bioprocess technology development.",India,,,USD 25/hr,N/A
Dr. Marko M.,Medical writer experienced in medical oncology and gastroenterology.,Serbia,,,USD 40/hr,N/A
Dr. Vignesh S.,"Biomaterials & Tissue Engineering Scientist I 6+years of expertise in Hydrogels, Ceramics,photocurable polymers, and uCT",Australia,,,USD 40/hr,N/A
Dr. Chileab R.,Postdoctoral Researcher in Synthetic Biology,United Kingdom,,,N/A,N/A
Dr. Israa F.,"My Name is Israa Mosa, nailed my MSc. and Ph.D. in nanotoxicology and an expert in writing scientific research articles",Egypt,,,USD 10/hr,N/A
Dr. Vidyaa V.,Freelance Editor and writer - Mechanical Engineering,India,,,USD 30/hr,N/A
Dr. Roberta T.,"Pharmacist, Postdocoral researcher",Italy,,,USD 90/hr,N/A
Dr. Snijesh V.,"Versatile Bioinformatician Pioneering Advanced Data Analysis and Systems Biology: Expert in AI, Machine Learning, Gene",India,,,USD 48/hr,N/A
Dr. Carlos M.,N/A,Czech Republic,,,N/A,N/A
Dr. Shivani S.,Next generation Sequencing Expert with PhD in Biomedical engineering and genomics,United States,,,USD 35/hr,N/A
Dr. Dakshinamurthy S.,"Computational chemist with strong experience (Industry/Academia) in drug design, serving 17+years in Bioinformatics",United Arab Emirates,,,USD 75/hr,N/A
Dr. Swarupa S.,"Ideation, Conceptualization, Design and developing Supplier Network for various premium functional cosmetics. Ideation,",India,,,USD 40/hr,N/A
Dr. Alessia A.,Senior Scientific Writer / Marketing Communications / Senior Lecturer in Biology,France,,,USD 60/hr,N/A
Dr. Anastasiia M.,"Doctor of Economics, associate professor and practicing teacher",Ukraine,,,USD 50/hr,N/A
Dr. Natalie B.,"Clinical researcher (PhD in Pharmacology) with 12 years’ experience spanning academia, Government and the private sector",Australia,,,USD 75/hr,N/A
Dr. Francisco Miguel C.,PhD Molecular Biosciences/ Scientist Advisor/ Lover of knowledge transfer and innovation,Spain,,,USD 200/hr,N/A
Dr. Muhammad Ali H.,Neuroethologist and Neurotechnology Enthusiast | Freelance Data Analyst and Consultant,Germany,,,USD 20/hr,N/A
Dr. Konstantinos K.,Mechanical and Aerospace Engineer l CFD and FEA expert,Canada,,,USD 100/hr,N/A
Dr. Marcio L.,N/A,Netherlands,,,USD 10/hr,N/A
Dr. Hani A.,PhD in Molecular Pathology | Medical Doctor (MBBCH) | Expert in Biochemistry & Clinical Research Trial Management,United States,,,USD 80/hr,N/A
Dr. Antara M.,"Freelance scientific writer| Ph.D. in biology| expertise- nanobiotechnology, microscopy, biophysics",India,,,USD 50/hr,N/A
Dr. Abdullah T.,Expert in Geophysics | Academic writing | Data analytics | Mathematics education | Real estate business,India,,,USD 25/hr,N/A
Dr. Sandra G.,Award-winning professional equipped with a Ph.D. in Biology,Argentina,,,USD 70/hr,N/A
Dr. Mit B.,"Biomedical researcher with expertise in Electrophysiology, Electrical stimulation, Scientific writing & Publishing",Germany,,,USD 9/hr,N/A
Dr. Imen S.,Quality mangement/Audit,France,,,USD 50/hr,N/A
Dr. SOPHIE K.,"Precision medicine scientist | 10+ yr | pharmacogenomics, oncology, risk prediction, point-of-care microfluidic tests",Singapore,,,USD 100/hr,N/A
Dr. Jiang F.,"Medical and academic writer with 10+ years of experience in Clinical Research (Oncology, Pharmacology, Genetics)",South Korea,,,USD 80/hr,N/A
Dr. Manfred G.,"Algorithm and Software Engineer | C++ Developer | Expert in Machine Learning, AI, and Data Analysis",Sweden,,,USD 145/hr,N/A
Dr. Dayene C.,PhD and Masters in Biological Science (Respiratory Physiology). Background in Clinical Trials and Science Writing.,Netherlands,,,USD 30/hr,N/A
Dr. Clarissa B.,"Microbiology and immunobiology expert, metabolic signaling and cellular pathways, scientific writing and editing",Austria,,,N/A,N/A
Dr. Luke H.,Physiologist and Science Writer with Years of Research and Writing Experience. Expert Copy Editor and Literature Search,United States,,,USD 75/hr,N/A
Dr. mohammed e.,"Strong education professional with a Doctor of Philosophy , Reviewer for World Environment, Publishing 16 Books",Saudi Arabia,,,USD 100/hr,N/A
Dr. Tonke D.,"Freelance Scientist & Analyst | Scientific Illustrator | Medical Engineer | Matlab, Indesign, Illustrator",Spain,,,USD 130/hr,N/A
Dr. Angella N.,"Public Policy & Governance Expert - (Social Policy & Development, Policy Analysis, SDGs)",Kenya,,,USD 65/hr,N/A
Dr. Lindsey S.,Freelance Toxicology Consultant,United States,,,USD 30/hr,N/A
Dr. Kirk M.,N/A,United States,,,N/A,N/A
Dr. Kathleen A G.,Researcher | Academic Writer | Health & Well-being | Clinical Trials | Neuroscience,United States,,,USD 125/hr,N/A
Dr. Mouna S.,Inorganic Chemistry Ph.D. | Concrete & Ceramic Materials Expert | Physico-chemical Characterization | Geochemistry | Sus,Tunisia,,,USD 10/hr,N/A
Dr. Paul V.,"consult and advice on different aspects of lipids and related compounds (isolation, analysis, biochemistry, metabolism,",Belgium,,,USD 50/hr,N/A
Dr. Khurshid A.,Freelance Science writer and editor (Chemical Sciences) with 20+ years of experience in Computational Chemistry,Pakistan,,,USD 40/hr,N/A
Dr. Cheru Yohannes T.,"Medical Doctor with 1+ Years Experience: Transcription, Virtual Assistance, Research, Translation, Data Analysis, SPSS,",Ethiopia,,,USD 8/hr,N/A
Dr. Henry B.,"Freelance Biomedical Sciences | Expert in Microbiology, Genetics and Molecular Biology.",Colombia,,,USD 45/hr,N/A
